XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
iShares Euro Government Bond Capped 5.5-10.5yr UCITS ETF (DE),DE000A0H08B6,iShares,Full Replication,Distributing,8.489256,6.14127125,0.38232878086927014,0.0006753953981383124,82.19133790000001,14.1,Fixed Income
iShares Euro Government Bond 7-10yr UCITS ETF,DE000A0LGQH3,iShares,Full Replication,Distributing,8.37741595,11.95436527,-0.29921700058609646,0.0006664975329899933,492.47096068,9.12,Fixed Income
Amundi ETF Govt Bond Highest Rated EuroMTS Investment Grade UCITS ETF,FR0010930636,Amundi ETF,Swap-based,Accumulating,8.19617601,0,,0.0006520782927839184,179.7876,5.8,Fixed Income
Deka iBoxx EUR Liquid Corporates Diversified UCITS ETF,DE000ETFL375,Deka ETFs,Full Replication,Distributing,7.908043869,4.281696061,0.8469419025396816,0.0006291548325787909,184.05920506,21.17,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade UCITS ETF,FR0010754192,Amundi ETF,Swap-based,Accumulating,7.89478123,0.02415605,,0.0006280996723447528,308.21024,7.35,Fixed Income
db x-trackers II iBoxx EUR High Yield Bond Short Daily UCITS ETF,LU1109944352,db X-trackers,Swap-based,Accumulating,7.88488771,9.39145734,-0.16041915279572583,0.0006273125553253827,4.4257415202,74.47,Fixed Income
db x-trackers II iTraxx Crossover UCITS ETF,LU0290359032,db X-trackers,Swap-based,Accumulating,7.78469568,8.78178231,-0.11354034919137057,0.0006193413931891323,228.89627212086,48.87,Fixed Income
Lyxor UCITS ETF Daily Double Short Bund ,FR0010869578,Lyxor ETF,Swap-based,Accumulating,7.652461457999999,27.165986489999998,-0.7183072493679945,0.000608820991281686,584.6904716,6.84,Fixed Income
UBS ETF – Markit iBoxx € Germany 5-10 UCITS ETF (EUR) A-dis,LU0721553518,UBS-ETF,Full Replication,Distributing,7.647082190000001,4.70177718,0.6264237749352473,0.0006083930229352783,5.70683771,5.45,Fixed Income
UBS ETF – Markit iBoxx € Germany 1-3 UCITS ETF (EUR) A-dis,LU0721553351,UBS-ETF,Full Replication,Distributing,7.491836139999999,0.03972,,0.0005960418265820111,139.0966071,4.62,Fixed Income
Lyxor UCITS ETF iBoxx € Liquid High Yield 30 Ex-Financial,FR0010975771,Lyxor ETF,Swap-based,Distributing,7.32793067,4.08962579,0.7918340323259745,0.0005830016967793881,241.9495307,34.43,Fixed Income
db x-trackers II Global Sovereign UCITS ETF (EUR hedged),LU0378818131,db X-trackers,Swap-based,Accumulating,7.3088816670000005,25.91392386,-0.717955424022767,0.0005814861801115761,331.679978106399,27.72,Fixed Income
Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF,DE000ETFL169,Deka ETFs,Full Replication,Distributing,7.289890101,0.03551994,,0.0005799752330651164,12.244518320000001,23.25,Fixed Income
db x-trackers II iBoxx Euro Inflation-Linked UCITS ETF,LU0290358224,db X-trackers,Swap-based,Accumulating,7.1236861849999995,26.45122447,-0.7306859577302585,0.0005667522415545569,287.960698843645,30.47,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 5-7 UCITS ETF,LU0290357176,db X-trackers,Swap-based,Accumulating,7.018185315999999,16.088348845000002,-0.5637721817437382,0.000558358714321759,235.4611643046,8.09,Fixed Income
ComStage Commerzbank EONIA Index TR UCITS ETF,LU0378437684,ComStage ETF,Swap-based,Accumulating,6.789704457,3.9351340809999997,0.7254061277816979,0.0005401810411862936,83.90268293999999,0.81,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 1-3 UCITS ETF,LU0614173549,db X-trackers,Swap-based,Distributing,6.53389529,3.24744507,1.0120110268716571,0.0005198291594438423,3.816857049128,10.4,Fixed Income
Lyxor UCITS ETF EuroMTS Global Investment Grade (DR),FR0010028860,Lyxor ETF,Full Replication,Accumulating,6.208434889,2.82145367,1.200438360910601,0.0004939359060054197,884.6555186,9.6,Fixed Income
Deka Deutsche Börse EUROGOV Germany 5-10 UCITS ETF,DE000ETFL201,Deka ETFs,Full Replication,Distributing,6.14858016,11.754684992000001,-0.4769251439588047,0.0004891739329275179,250.06816072,3.99,Fixed Income
Deka Deutsche Börse EUROGOV Germany Money Market UCITS ETF,DE000ETFL227,Deka ETFs,Full Replication,Distributing,6.118550187,3.456421848,0.7701977524937806,0.0004867847829748698,68.55959125,3.32,Fixed Income
iShares Euro Government Bond 1-3yr UCITS ETF,DE000A0J21A7,iShares,Full Replication,Distributing,5.517407934,13.744979163,-0.5985873919072743,0.0004389585999380175,1168.5625913,4.95,Fixed Income
iShares Euro Corporate Bond Interest Rate Hedged UCITS ETF,DE000A1J7CL2,iShares,Optimised,Distributing,5.436658400000001,9.164164029999998,-0.40674802609354843,0.00043253426031798325,907.87102365,14.94,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 25+ UCITS ETF,LU0290357846,db X-trackers,Swap-based,Accumulating,5.3832436050000005,6.6277707690000005,-0.1877746239838307,0.000428284640947864,30.320970308245,29.51,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone AAA UCITS ETF,LU0975326215,db X-trackers,Swap-based,Distributing,5.27267811,12.52935209,-0.5791739211951541,0.0004194881779226136,69.6746980908,9.99,Fixed Income
Lyxor UCITS ETF EuroMTS Highest Rated Macro-Weighted Government Bond 5-7Y (DR),FR0011146356,Lyxor ETF,Full Replication,Accumulating,4.975919,0,,0.0003958783660321934,17.48388424,9.85,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone Yield Plus UCITS ETF (Intereste Rate hedged),LU0952581402,db X-trackers,Swap-based,Accumulating,4.83751014,1.38304274,2.497730041227793,0.00038486671706017863,72.35364649770001,29.52,Fixed Income
Lyxor UCITS ETF EuroMTS Inflation-Linked Investment Grade ,FR0010174292,Lyxor ETF,Swap-based,Accumulating,4.7202194539999995,3.470174206,0.36022550275390985,0.0003755352056098364,529.0196028,15.76,Fixed Income
db x-trackers II iBoxx EUR High Yield Bond UCITS ETF,LU1109942653,db X-trackers,Swap-based,Accumulating,4.58338718,3.8889320400000003,0.17857219742004027,0.0003646489879982577,147.0159462096,59.43,Fixed Income
iShares Global Corporate Bond UCITS ETF,DE000A1J7CK4,iShares,Optimised,Distributing,4.49072597,3.03697141,0.47868562582220675,0.00035727696919944565,374.40334478279203,31.66,Fixed Income
Deka iBoxx EUR Liquid Ger. Covered Diversified UCITS ETF,DE000ETFL359,Deka ETFs,Full Replication,Distributing,4.483282347,2.7555814840000004,0.6269823168110675,0.0003566847631545725,213.95248339,10.73,Fixed Income
SPDR Barclays Emerging Markets Local Bond UCITS ETF,IE00B4613386,SPDR,Optimised,Distributing,4.4677050650000005,6.229840908,-0.2828540678682768,0.00035544545259799334,882.1706906545762,34.68,Fixed Income
db x-trackers II iTraxx Crossover Short Daily UCITS ETF,LU0321462870,db X-trackers,Swap-based,Accumulating,4.38439334,3.23534425,0.35515512452809306,0.0003488172680225765,30.4544819072,60.31,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate UCITS ETF,LU0478205379,db X-trackers,Swap-based,Accumulating,4.368546019,13.102777434,-0.6665938927067332,0.0003475564734751838,246.658264832,31.6,Fixed Income
PowerShares EuroMTS Cash 3 Months UCITS ETF,IE00B3BPCH51,PowerShares,Full Replication,Accumulating,4.32485685,1.96942558,1.1959991247803332,0.00034408061367179385,52.71880337,7.41,Fixed Income
ComStage Commerzbank Bund-Future Double Short TR UCITS ETF,LU0530124006,ComStage ETF,Swap-based,Accumulating,4.21327429,5.19187275,-0.18848660341299772,0.00033520323413034853,55.50667253,9.41,Fixed Income
Deka Deutsche Börse EUROGOV Germany UCITS ETF,DE000ETFL177,Deka ETFs,Full Replication,Distributing,4.129369833,10.468638881999999,-0.6055485455611496,0.0003285278924819056,423.10213055,4.51,Fixed Income
db x-trackers II Fed Funds Effective Rate UCITS ETF,LU0321465469,db X-trackers,Swap-based,Accumulating,4.117228655,10.247225949999999,-0.5982104156686425,0.0003275619543891943,673.0023981016652,30.96,Fixed Income
SPDR Barclays Euro Government Bond UCITS ETF,IE00B3S5XW04,SPDR,Optimised,Distributing,3.84635241,2.16176587,0.7792641022683924,0.00030601135333086995,90.73407983,11.64,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 3-5 UCITS ETF,LU0290356954,db X-trackers,Swap-based,Accumulating,3.826307705,3.876867232,-0.013041335690497036,0.0003044166197624583,513.496937603146,6.35,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 3m-1 TR UCITS ETF,LU0444605728,ComStage ETF,Swap-based,Accumulating,3.711060008,1.178285706,2.149541736017631,0.0002952476461563097,44.514570770000006,6.57,Fixed Income
db x-trackers II iBoxx Germany 3-5 UCITS ETF,LU0613540854,db X-trackers,Swap-based,Distributing,3.6568,0,,0.00029093078261654276,8.047022718000001,4.41,Fixed Income
SPDR Thomson Reuters Global Convertible Bond UCITS ETF,IE00BNH72088,SPDR,Optimised,Distributing,3.6145176400000003,3.6381268199999997,-0.006489377959617015,0.00028756684691164385,277.46504222490563,72.76,Fixed Income
db x-trackers II EONIA UCITS ETF,LU0335044896,db X-trackers,Swap-based,Distributing,3.596776705,10.735215282,-0.6649553259513292,0.0002861553986224567,18.171296489698,3.55,Fixed Income
iShares Euro Government Bond 1-3 UCITS ETF (Acc),IE00B3VTMJ91,iShares,Optimised,Accumulating,3.234881205,0.46821627000000005,5.90894659640939,0.0002573634108078634,107.26677492,12.02,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade 5-7 UCITS ETF,FR0010754176,Amundi ETF,Swap-based,Accumulating,3.2175691800000004,0,,0.00025598608610267657,140.04310804,5.72,Fixed Income
iShares eb.rexx Government Germany UCITS ETF (DE),DE0006289465,iShares,Full Replication,Distributing,3.1893443909999997,22.829987839,-0.8603002150727515,0.00025374055450320244,362.66708252,4.07,Fixed Income
SPDR Barclays Euro Corporate Bond UCITS ETF,IE00B3T9LM79,SPDR,Optimised,Distributing,3.07032664,0.92693888,2.312329114946608,0.00024427163975706086,89.59102703,18.34,Fixed Income
db x-trackers II MTS Ex-Bank of Italy BOT UCITS ETF,LU0613540268,db X-trackers,Swap-based,Accumulating,3.053864033,1.540370971,0.9825510156280399,0.0002429618937664629,259.45956014160004,8.16,Fixed Income
Lyxor UCITS ETF EuroMTS Covered Bond Aggregate ,FR0010481127,Lyxor ETF,Swap-based,Accumulating,3.01593197,2.076588126,0.45234961725867073,0.000239944062664174,147.8504812,30.62,Fixed Income
db x-trackers II Short iBoxx € Sovereigns Eurozone Daily UCITS Index,LU0321463258,db X-trackers,Swap-based,Accumulating,2.9481769900000003,4.71357596,-0.37453495710717255,0.00023455355474534659,165.1151025171,22.64,Fixed Income
iShares Euro Corporate Bond BBB-BB UCITS ETF,DE000A12HUB1,iShares,Optimised,Distributing,2.940732137,5.375855906000001,-0.45297415175919353,0.00023396125084309454,245.01320897,25.98,Fixed Income
UBS ETF - Barclays US Liquid Corporates UCITS ETF (hedged to EUR) A-dis,LU1048317025,UBS-ETF,Full Replication,Accumulating,2.91330096,2.4580496099999998,0.18520836526159457,0.00023177885809733242,151.96383697,39.18,Fixed Income
db x-trackers II iBoxx Sovereign Eurozone Yield Plus UCITS ETF,LU0962071741,db X-trackers,Swap-based,Distributing,2.8291155299999997,0.50426111,4.610417844834395,0.00022508116256167004,99.710155161,18.48,Fixed Income
iShares $ Short Duration High Yield Corporate Bond UCITS ETF,IE00BCRY6003,iShares,Optimised,Distributing,2.81509685,2.31517959,0.21593022941257023,0.00022396585257926718,365.28520810128055,47.52,Fixed Income
Lyxor UCITS ETF EuroMTS Highest Rated Macro-Weighted Government Bond (DR),FR0010820258,Lyxor ETF,Full Replication,Accumulating,2.7919877200000003,1.19720449,1.3320892490137588,0.0002221273168987576,159.7558248,11.15,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 10-15 UCITS ETF,LU0290357333,db X-trackers,Swap-based,Accumulating,2.6516027689999997,3.76710164,-0.2961159473785794,0.00021095845241012954,36.26848168939,17.97,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified Overall TR UCITS ETF,LU0444605645,ComStage ETF,Swap-based,Accumulating,2.6091643849999997,0.574064981,3.545068017308653,0.00020758210361607424,149.332591,16.84,Fixed Income
UBS ETF – Markit iBoxx € Liquid Corporates UCITS ETF (EUR) A-dis,LU0721553864,UBS-ETF,Full Replication,Distributing,2.59580032,8.605716189999999,-0.6983632433734721,0.0002065188740466725,108.14671347,51.14,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone UCITS ETF 4%,LU0643975591,db X-trackers,Swap-based,Distributing,2.5590438300000002,0.43518621,4.880342187313334,0.00020359457017390478,31.0278630486,18.37,Fixed Income
db x-trackers II Global Sovereign UCITS ETF (EUR hedged),LU0690964092,db X-trackers,Swap-based,Distributing,2.5089592400000003,1.63407276,0.5354024015430012,0.00019960989806557818,141.19415626962,35.36,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 1-3 TR UCITS ETF,LU0444605991,ComStage ETF,Swap-based,Accumulating,2.469521286,1.740161882,0.41913307695358415,0.00019647226001536617,105.38274411,6.28,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 15+ UCITS ETF,LU0290357507,db X-trackers,Swap-based,Accumulating,2.453298262,0.13188332,17.602035966337517,0.00019518157497141328,54.679014777609,24.25,Fixed Income
iShares $ Short Duration Corporate Bond UCITS ETF,IE00BCRY5Y77,iShares,Optimised,Distributing,2.38628867,6.70656177,-0.6441859850341765,0.00018985036926057997,580.4561284316516,17.56,Fixed Income
db x-trackers II iTraxx Europe UCITS ETF,LU0290358653,db X-trackers,Swap-based,Accumulating,2.337597,1.08072379,1.1629920814457138,0.000185976516257953,24.085030295488,29.8,Fixed Income
db x-trackers II iBoxx Germany Covered 1-3 UCITS ETF,LU0548059699,db X-trackers,Swap-based,Accumulating,2.264620538,0.02505385,89.39012119893749,0.0001801705932645581,11.782840145,9.18,Fixed Income
Lyxor UCITS ETF EuroMTS Highest Rated Macro-Weighted Government Bond 3-5Y (DR),FR0011146349,Lyxor ETF,Full Replication,Accumulating,2.2324,0.11121,19.073734376405,0.00017760716449167853,38.54054496,8.27,Fixed Income
iShares Euro Ultrashort Bond UCITS ETF,IE00BCRY6557,iShares,Optimised,Distributing,2.21701948,2.18880032,0.01289252369992333,0.0001763835080924635,266.86887122,8.59,Fixed Income
Amundi ETF Euro Corporates UCITS ETF,FR0010754119,Amundi ETF,Swap-based,Accumulating,2.15524359,4.954187097,-0.5649652409564621,0.0001714686896652776,256.73382,11.12,Fixed Income
Lyxor UCITS ETF EuroMTS 15+Y Investment Grade (DR),FR0010481093,Lyxor ETF,Full Replication,Accumulating,2.11094435,4.003739035,-0.47275675773408643,0.00016794429331805653,86.77258968000001,12.85,Fixed Income
iShares Global High Yield Corp Bond UCITS ETF,DE000A1KB2A5,iShares,Optimised,Distributing,2.09785595,2.30560178,-0.09010481853462138,0.00016690299533752754,289.0998351012285,42.54,Fixed Income
db x-trackers II Sterling Cash UCITS ETF,LU0321464652,db X-trackers,Swap-based,Distributing,2.07413911,1.2893961399999998,0.6086127805532289,0.00016501611095161875,98.01142940026519,36.82,Fixed Income
Lyxor UCITS ETF Daily Leveraged Bund ,FR0011023654,Lyxor ETF,Swap-based,Accumulating,2.06142736,4.74153175,-0.5652402074498394,0.00016400477880987573,19.11149396,6.4,Fixed Income
iShares Euro Government Bond Capped 2.5-5.5yr UCITS ETF (DE),DE000A0H08A8,iShares,Full Replication,Distributing,2.043346959,2.5018691200000003,-0.18327184157419085,0.0001625663229979771,58.465014479999994,14.2,Fixed Income
iShares Euro Government Bond 3-7 UCITS ETF (Acc),IE00B3VTML14,iShares,Optimised,Accumulating,2.008769943,0.485750007,3.13539869079199,0.0001598154155582963,211.86476841,8.72,Fixed Income
db x-trackers II MTS Ex-Bank of Italy Aggregate UCITS ETF,LU0613540698,db X-trackers,Swap-based,Distributing,1.9442014950000002,3.467565393,-0.43931800134908083,0.0001546784244433938,162.2557305705,14.91,Fixed Income
db x-trackers II iBoxx Germany Covered UCITS ETF,LU0962081203,db X-trackers,Swap-based,Distributing,1.9263,12.91535108,-0.8508519057617441,0.00015325420218613165,2.309962104,9.61,Fixed Income
Lyxor UCITS ETF Euro Corporate Bond ,FR0010737544,Lyxor ETF,Swap-based,Accumulating,1.911026012,2.336807739,-0.18220657176623645,0.00015203902134974036,924.2008431,29.59,Fixed Income
db x-trackers II iBoxx EUR Liquid Covered UCITS ETF,LU0820950128,db X-trackers,Swap-based,Accumulating,1.8861822,11.51990256,-0.836267521346118,0.00015006247637371263,21.232322958,28.43,Fixed Income
SPDR BofA Merrill Lynch Emerging Markets Corporate Bond UCITS ETF,IE00B7LFXY77,SPDR,Optimised,Distributing,1.83979846,0.15632061,10.769391508899561,0.0001463722396151034,16.1323734622348,86.29,Fixed Income
Lyxor UCITS ETF iBoxx $ Liquid Emerging Markets Sovereigns ,FR0010967323,Lyxor ETF,Swap-based,Accumulating,1.78050746,0.24484912,6.27185566360214,0.00014165511616506034,67.42848796,73.54,Fixed Income
iShares Euro Government Bond 15-30yr UCITS ETF,DE000A0LGQC4,iShares,Full Replication,Distributing,1.7755156699999999,1.06856385,0.6615906199709074,0.00014125797512060687,382.76364737,13.27,Fixed Income
SPDR Barclays 0-3 Year Euro Corporate Bond UCITS ETF,IE00BC7GZW19,SPDR,Optimised,Distributing,1.75546195,3.91519933,-0.5516289715956813,0.00013966252432921192,220.10749380000001,19.69,Fixed Income
ComStage iBoxx € Sovereigns Germany Capped 10+ TR UCITS ETF,LU0444607005,ComStage ETF,Swap-based,Accumulating,1.7037493689999998,0.05358067,30.79783621593384,0.00013554833113804714,105.23566069,20.08,Fixed Income
iShares Global AAA-AA Government Bond UCITS ETF,DE000A1J7CM0,iShares,Optimised,Distributing,1.6789323,1.3651572299999999,0.22984537099803526,0.00013357391380419825,44.7565941223356,18.7,Fixed Income
iShares J. P. Morgan $ EM Bond EUR Hedged UCITS ETF,DE000A1W0PN8,iShares,Optimised,Distributing,1.64572397,5.80318752,-0.7164103409844664,0.00013093189744117908,457.80521472000004,33.09,Fixed Income
db x-trackers II iBoxx EUR Liquid Corporate Non-Financials UCITS ETF,LU0484968655,db X-trackers,Swap-based,Accumulating,1.62605921,0.6420683220000001,1.532532994206806,0.00012936739185794607,32.15728908,32.39,Fixed Income
UBS ETF – Barclays Capital US 7-10 Year Treasury Bond UCITS ETF (USD) A-dis,LU0721552973,UBS-ETF,Full Replication,Distributing,1.55689254,1.4050849399999998,0.10804158216940274,0.00012386457151390752,8.42634566,21.25,Fixed Income
db x-trackers II Australia SSA Bonds UCITS ETF,LU0494592974,db X-trackers,Swap-based,Accumulating,1.47174095,0.29659931,3.9620511591884693,0.0001170900094050301,31.49858110420296,96.33,Fixed Income
Deka iBoxx EUR Liquid Sovereign Diversified 1-10 UCITS ETF,DE000ETFL110,Deka ETFs,Full Replication,Distributing,1.470096649,2.073640227,-0.29105510692815073,0.0001169591907174379,34.83840335,10.76,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 5-7 TR UCITS ETF,LU0444606296,ComStage ETF,Swap-based,Accumulating,1.44893527,0.44504109999999997,2.255733616513172,0.0001152756158558881,371.39166708,14.44,Fixed Income
Deka iBoxx EUR Liquid Sovereign Diversified 5-7 UCITS ETF,DE000ETFL144,Deka ETFs,Full Replication,Distributing,1.3745498230000002,0.231941823,4.926269808614896,0.00010935759564395655,102.7696355,13.75,Fixed Income
Amundi ETF Floating Rate Euro Corporate 1-3 UCITS ETF,FR0012005734,Amundi ETF,Swap-based,Accumulating,1.32243609,0.00192489,,0.00010521148726319754,399.54450513,9.99,Fixed Income
Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,DE000ETFL136,Deka ETFs,Full Replication,Distributing,1.2455483500000002,1.41965275,-0.12263872274399479,9.909438751155205e-05,43.1749163,8.76,Fixed Income
Deka Deutsche Börse EUROGOV France 5-10 UCITS ETF,DE000ETFL417,Deka ETFs,Full Replication,Distributing,1.2225,2.437,-0.49835863766926547,9.726068741761197e-05,4.79138271,14,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone 3-5 UCITS ETF,LU0614173895,db X-trackers,Swap-based,Distributing,1.20903428,0.50814546,1.3793074526337397,9.618937029387122e-05,17.140430536605,7.59,Fixed Income
UC Thomson Reuters Balanced European Convertible Bond UCITS ETF,LU1199448058,Unicredit ETF,Swap-based,Accumulating,1.2088838400000002,2.54846905,-0.5256431150301786,9.617740146130263e-05,53.85725822,25.12,Fixed Income
UBS ETF - Barclays Euro Area Liquid Corporates 1-5 Year UCITS ETF (EUR) A-dis,LU1048314196,UBS-ETF,Full Replication,Distributing,1.1905233100000001,0.1196546,8.949666038748198,9.471665890984931e-05,162.56662884,24.54,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade 7-10 UCITS ETF,FR0010754184,Amundi ETF,Swap-based,Accumulating,1.18071553,0,,9.393636326580782e-05,153.893735,6.46,Fixed Income
Amundi ETF Govt Bond EuroMTS Broad Investment Grade 10-15 UCITS ETF,FR0010754143,Amundi ETF,Swap-based,Accumulating,1.1520491780000002,0.09761850500000001,10.8015449837098,9.16557014242739e-05,388.0317350000001,7.77,Fixed Income
iShares $ Emerging Markets Corporate Bond UCITS ETF,DE000A1J0BJ3,iShares,Optimised,Distributing,1.1336508200000002,5.9082076500000005,-0.8081227189095156,9.019194932085033e-05,148.96401133784008,59.4,Fixed Income
iShares Euro Government Bond 10-15yr UCITS ETF,DE000A0YBRX2,iShares,Full Replication,Distributing,1.1024805800000002,0.86820121,0.26984455596416446,8.771208104324545e-05,123.40437125,17.85,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 7-10 TR UCITS ETF,LU0444606379,ComStage ETF,Swap-based,Accumulating,1.0441664499999999,0.26541747,2.93405321058934,8.307267624164217e-05,37.61866209,16.84,Fixed Income
SPDR Barclays Euro Aggregate Bond UCITS ETF,IE00B41RYL63,SPDR,Optimised,Distributing,0.991156465,1.89837649,-0.47789257282679476,7.885526308737036e-05,57.838737630000004,15.76,Fixed Income
iShares $ Corporate Bond Interest Rate Hedged UCITS ETF,DE000A1W4V85,iShares,Optimised,Distributing,0.979542,0.31274156,2.1321133014748668,7.793122967232922e-05,65.4284856044815,41.95,Fixed Income
db x-trackers II iBoxx EUR High Yield 1-3 Bond UCITS ETF,LU1109939865,db X-trackers,Swap-based,Accumulating,0.95272651,0.68950467,0.3817549778161762,7.579782027286902e-05,27.430234203,72.04,Fixed Income
ComStage Commerzbank FED Funds Effective Rate TR UCITS ETF,LU0378437767,ComStage ETF,Swap-based,Accumulating,0.903535787,1.12947433,-0.20003867020156185,7.188426319021107e-05,133.45924035,21.9,Fixed Income
Amundi ETF EURO Corporate Financials iBoxx UCITS ETF,FR0011020957,Amundi ETF,Swap-based,Accumulating,0.88257573,1.14368348,-0.22830420703462462,7.02167052743564e-05,108.80457,14.31,Fixed Income
db x-trackers II iBoxx Sovereigns Eurozone Yield Plus 1-3 UCITS ETF,LU0975334821,db X-trackers,Swap-based,Distributing,0.82797099,6.46409125,-0.8719122366968443,6.587241525500265e-05,25.223916587999998,7.11,Fixed Income
SPDR Barclays US Treasury Bond UCITS ETF,IE00B44CND37,SPDR,Optimised,Distributing,0.822076253,0.60306954,0.36315333220112556,6.540343679057235e-05,123.32619299649801,17.18,Fixed Income
ComStage iBoxx € Liquid Sovereigns Diversified 25+ TR UCITS ETF,LU0444606619,ComStage ETF,Swap-based,Accumulating,0.821103376,0.21458955999999998,2.8263901375257965,6.532603582059872e-05,32.29473816,25.91,Fixed Income
Deka Deutsche Börse EUROGOV Germany 1-3 UCITS ETF,DE000ETFL185,Deka ETFs,Full Replication,Distributing,0.7946785799999999,0.74413735,0.06791922217047675,6.32237095843368e-05,173.91427094999997,3.83,Fixed Income
db x-trackers II iTraxx Crossover 2x Short Daily UCITS ETF,LU0613541662,db X-trackers,Swap-based,Accumulating,0.7589493,0.8201022299999999,-0.07456744752419453,6.0381129352241656e-05,3.0474585077999996,77.8,Fixed Income
db x-trackers II MTS Italy Aggregate 1-3 Years - ex Bank of Italy UCITS ETF,LU0877808211,db X-trackers,Swap-based,Distributing,0.7297880699999999,0.6877953299999999,0.061054122016210854,5.8061095588852614e-05,4.8526629216,12.82,Fixed Income
Lyxor UCITS ETF Euro Corporate Bond Ex Financials ,FR0010814236,Lyxor ETF,Swap-based,Accumulating,0.704058695,1.339964048,-0.47456896619662137,5.601409624380107e-05,163.7213346,30.28,Fixed Income
iShares US Aggregate Bond UCITS ETF,DE000A1JNCQ2,iShares,Optimised,Distributing,0.70041343,0.35130677000000005,0.9937373538232694,5.5724083172455994e-05,606.1980702557466,14.37,Fixed Income
UBS ETF – Barclays Capital US 1-3 Year Treasury Bond UCITS ETF (USD) A-dis,LU0721552544,UBS-ETF,Full Replication,Distributing,0.6585904499999999,0.14597948000000002,3.511527579081662,5.2396695209549614e-05,139.10929149,21.99,Fixed Income
UBS ETF – Barclays Capital US 5-7 Year Treasury Bond UCITS ETF (USD) A-dis,LU0721552890,UBS-ETF,Full Replication,Distributing,0.6485863100000001,0.15259910000000002,3.2502630094148657,5.160077739079951e-05,8.226522809999999,25.1,Fixed Income
UBS ETF – Markit iBoxx € Germany 7-10 UCITS ETF (EUR) A-dis,LU0721553609,UBS-ETF,Full Replication,Distributing,0.6150989,2.4451472599999997,-0.74844095893022,4.8936557745453555e-05,4.71142365,6.12,Fixed Income
db x-trackers II iBoxx Spain 1-3 UCITS ETF,LU0925589672,db X-trackers,Swap-based,Accumulating,0.60969112,0.23751787,1.566927364244215,4.8506321017270965e-05,9.7002744588,14.88,Fixed Income
SPDR Barclays 1-3 Year U.S. Treasury Bond UCITS ETF,IE00BC7GZJ81,SPDR,Optimised,Distributing,0.59164933,0.10461264999999999,4.655619372991699,4.707093705191784e-05,43.180848503408,14.54,Fixed Income
iShares Emerging Asia Local Government Bond UCITS ETF,DE000A1J0ZB9,iShares,Optimised,Distributing,0.5846308299999999,0.23087963,1.5321888726173025,4.651255330170065e-05,32.1882961519773,79.31,Fixed Income
Amundi ETF Short Govt Bond EuroMTS Broad Investment Grade 10-15 Daily UCITS ETF,FR0010823385,Amundi ETF,Swap-based,Accumulating,0.57526709,0.15234177,2.77616125899023,4.5767584966976894e-05,10.434320000000001,14.52,Fixed Income
db x-trackers II Global Sovereign UCITS ETF,LU0908508731,db X-trackers,Swap-based,Accumulating,0.5630543100000001,0.44423226,0.26747731018003984,4.479595030188074e-05,5.472899876592,47.34,Fixed Income
iShares $ Treasury Bond 20+yr UCITS ETF,IE00BSKRJZ44,iShares,Optimised,Distributing,0.5560669429999999,1.0576465990000001,-0.4742412602415981,4.424004345716978e-05,42.2554331067348,28.61,Fixed Income
ComStage iBoxx € Germany Covered Capped Overall TR UCITS ETF,LU0488317610,ComStage ETF,Swap-based,Accumulating,0.5530859570000001,0.142497925,2.8813614794741755,4.4002879655499216e-05,9.576643220000001,14.35,Fixed Income
Lyxor UCITS ETF Barclays Floating Rate Euro 0-7Y ,FR0012386696,Lyxor ETF,Swap-based,Accumulating,0.50743827,0.59486085,-0.1469630754822746,4.0371202423070585e-05,129.860775,8.95,Fixed Income
db x-trackers II iBoxx Germany UCITS ETF,LU0468896575,db X-trackers,Swap-based,Distributing,0.50550072,3.16891156,-0.840481278688636,4.021705318388368e-05,108.110405315,7.21,Fixed Income
